september-2025-new-gay-streaming.json,2025,september,15,"['Orphan Black', 'The Blackening', 'Bombshell', 'Tyler Perry’s Beauty in Black', 'Moving On', 'Wayward', 'Interview with the Vampire', 'Alice in Borderland', 'Gen V', 'Caleb Hearon HBO Original Comedy Special', 'Seen & Heard: The History of Black Television', 'The Morning Show', 'Jennifer’s Body', 'Only Murders in the Building', 'Lilith Fair: Building a Mystery']"
june-2026-whats-new-gay-and-streaming.json,2026,june,27,"['You Can Live Forever', 'Office Romance', 'I’m the Most Beautiful Count: Season One', 'This Love Doesn’t Have Long Beans: Season One', 'Shrill: Seasons 1', 'Avatar: The Last Airbender: Season 2', 'Francis Bourgeois & Chris Harris: We Saved A Train', '52 Tuesdays', 'Rachel Scanlon: Gay Fantasy', 'Jimpa', 'Never Change!', 'The Bear: Season Five', 'Queens of the Dead', 'Adventure Time: Side Quests: Season One', 'What It Feels Like For a Girl: Season One', 'Whitney Houston: I Wanna Dance with Somebody', 'The Legend of Vox Machina: Season 4 Premiere', 'Pillion', 'Proud: Season One Premiere', 'House of the Dragon: Season 3 Premiere', 'Bang My Box: The Robin Byrd Story', 'Cape Fear: Season 1 Premiere', 'Sugar: Season 2 Premiere', 'The Vampire Lestat: Season Three Premiere', 'Gamechangers: The Ashlyn Harris Story', 'Power Book III: Raising Kanan: Season 5 Premiere', 'Wild Cherry: Miniseries Premiere']"
march-2024-whats-new-gay-streaming-netflix-peacock-hbo-hulu-prim-video-paramount.json,2024,march,20,"['Hannah Gadsby: Gender Agenda', 'Girls5eva', 'Bodies Bodies Bodies', 'Vikings', 'The Girls on the Bus', 'Poor Things', 'Animal Control: Season 2 Premiere', 'Alert: Missing Persons Unit: Season 2 Two Premiere', '9', 'Grey’s Anatomy: Season 20 Premiere', 'Station 19: Season 7 Premiere', 'Life Partners', 'Becoming Frida Kahlo', 'National Women’s Soccer League Friday Nights Premiere', 'Tig Notaro: Hello Again', 'Booksmart', 'Stormy', 'The Amazing Race: Season 36 Premiere', 'Carol', 'Beyond the Aggressives: 25 Years Later']"
november-2025-whats-gay-streaming.json,2025,november,19,"['Broadchurch', 'Joy Ride', 'Ready Player One', 'Minx', 'Soulmates', 'Ghosting: The Spirit of Christmas', ""Survivor's Remorse"", 'The Beast in Me', ""Everybody's Fine"", 'A Man on the Inside', 'Stranger Things', 'The Mighty Nein', 'I Love LA', 'The Seduction', 'Pluribus', 'Come See Me in the Good Light', ""All's Fair"", 'Wicked: One Wonderful Night', 'Bel']"
august-2025-new-gay-streaming.json,2025,august,9,"['Love Life', 'Wednesday', 'Marry Me', 'Long Story Short', 'Taurasi', 'Upload', 'Women Wearing Shoulder Pads', 'Peacemaker', 'Invasion']"
july-2023-gay-streaming.json,2023,july,15,"['Survival of the Thickest', 'Good Omens: Season 2', 'V for Vendetta', 'Brandi Carlile: In the Canyon Haze', 'Last Call: When a Serial Killer Stalked Queer New York: Docuseries Premiere', 'Harley Quinn: Season 4', 'Minx: Season Two', 'Wild Things', 'Chloe', 'Death on the Nile', 'What We Do in the Shadows: Season Five Premiere', 'A Little White Lie', 'The Donor Party', 'The Afterparty: Season 2 Premiere', 'Real Housewives of New York City']"
may-2023-whats-new-gay-and-streaming-on-netflix-hulu-paramount-and-hbo-max.json,2023,may,19,"['Pitch Perfect', 'Hannah Gadsby: Something Special', 'Queer Eye', 'Anna Nicole Smith: You Don’t Know Me', 'Fanfic', 'XO, Kitty', 'Selling Sunset', 'Wanda Sykes: I’m An Entertainer', 'All', 'The Ultimatum: Queer Love: Season One Premiere', '1000% Me: Growing Up Mixed', 'Angel City', 'Best in Show', 'Jeopardy Masters: Series Premiere', 'Class of ’09: Season One Premiere', 'How I Met Your Father: Season 2B Premiere', 'Drag Me to Dinner: Season One Premiere', 'RuPaul’s Drag Race All', 'Rosie’s Theater Kids']"
october-2021-gay-streaming-netflix-hulu-hbomax-amazon-peacock-apple-hulu.json,2021,october,33,"['The Baby', 'Shameless: Season 11', 'In the Dark: Season 3', 'Sex, Love and Goop: Limited Series', 'Sex: Unzipped', 'Wentworth: Season 8B/Season 9', 'My Name Is Pauli Murray', 'Hightown: Season One', 'Leverage: Redemption: Season 1B', 'I Know What You Did Last Summer:\xa0Season One', 'Fairfax: Season One', 'Grey’s Anatomy: Season 18 Premiere', 'Station 19: Season 5 Premiere', 'Saturday Night Live: Season 47 Premiere', ""The Rocky Horror Picture Show: Let's Do the Time Warp Again"", 'Dopesick: Limited Series', 'Queens: Season One Premiere', 'Pariah', 'The Hours', 'Tully', 'The Republic of Sarah: Season One', '15 Minutes of Shame: Limited Series', 'The Truth of\xa0Dolores Vázquez: Limited Series', 'In the Heights', 'Love Life: Season 2', 'Unidentified with Demi Lovato: Limited Series', 'Home Sweet Home', 'The Girl in the Woods: Season One', 'Invasion: Season One', 'Maid: Season One', 'Guilty Party: Season One', 'Night Teeth', 'Roaring Twenties: Season One']"
27-summer-2019-tv-shows-for-queers-to-watch-out-for.json,2019,summer,27,"['Vida', 'She’s Gotta Have It', 'State of Pride', 'When They See Us', 'Burden of Truth', 'The Handmaid’s Tale', 'grown', 'Armistead Maupin’s Tales of the City', 'XY Chelsea', 'Claws', 'Big Little Lies', 'Pose', 'Queen Sugar', 'Younger', 'Trinkets', 'Marvel’s Jessica Jones', 'Euphoria', 'The Good Fight', 'Good Trouble', 'The Lavender Scare', 'Harlots', 'Siren', 'Sweetbitter', 'Light as a Feather', 'Orange is the New Black', 'She', 'G.L.O.W']"
winter-2019-tv-preview-all-the-lesbian-queer-and-bisexual-tv-for-your-new-year-445015.json,2019,winter,52,"['Grown', 'Good Trouble', 'Brooklyn 99', 'Sex Education', 'Schitt’s Creek', 'Star Trek Discovery', 'Shameless', 'High Maintenance', 'The Magicians', 'Broad City', 'Siren', 'RENT! Live', 'Russian Doll', 'One Day At a Time', 'Walking Dead', 'Boomerang', 'The Umbrella Academy', 'Shadowhunters', 'Better Things', 'Station 19', 'For the People', 'American Gods', 'The Good Fight', 'Shrill', 'Jane the Virgin', 'Abby’s', 'Harlots', 'Veep', 'Legends of Tomorrow', 'The Chilling Adventures of Sabrina', 'Killing Eve', 'The Bold Type', 'She', 'Fresh Off The Boat', 'God Friended Me', 'Mainfest', 'Law & Order: Special Victims Unit', 'S.W.A.T.', 'The Good Place', 'Crazy Ex', 'The Flash', 'This Is Us', 'Riverdale', 'All', 'Grey’s Anatomy', 'How To Get Away With Murder', 'Supergirl', 'Charmed', 'Black Lightning', 'Legacies', 'American Housewife', '9']"
february-2021-514638.json,2021,february,15,"['Love Daily: Season 1', 'Strip Down, Rise Up', 'Good Girls: Season 3', 'I Care a Lot', 'Ginny', 'Good Trouble: Season 3 Premiere', 'The United States vs Billie Holliday', 'Moulin Rogue!', 'Notes on a Scandal', 'Billions: Seasons 1', 'Whitney: Can I Be Me', 'Peanut Butter Girl', 'Sunshine Cleaning: A Fresh Look at a Dirty Business', 'There Is No I in Threesome', 'It’s a Sin: Season 1']"
march-2026-whats-new-gay-and-streaming.json,2026,march,18,"['Vladimir: Limited Series', 'That Night/Esa Noche: Limited Series', 'Heartbreak High: Season Three', 'Scarpetta: Season One', 'Deadloch: Season Two Premiere', 'Ted: Season 2 Premiere', 'Top Chef: Season 23 Premiere', ""It's Dorothy!"", 'Jury Duty: Company Retreat: Season One Premiere', 'Wicked: For Good', 'Rooster', 'Sunny Nights: Season One', 'Celebrity Jeopardy: All', 'Hot Milk', 'Love Overboard: Season One Premiere', 'Watson: Season 2B', 'NCIS: Season 23B Premiere', 'America’s Culinary Cup: Season One Premiere']"
september-2023-whats-new-gay-and-streaming-on-netflix-prime-video-hulu-showtime-max-and-disney.json,2023,september,13,"['Disenchantment: Season 5', 'Happy Ending', 'Top Boy: Season 5', 'Sex Education: Season 4', 'Wilderness: Season One', 'Neighbours: A New Chapter', 'The Victoria’s Secret World Tour', 'Gen V: Season One', 'The Other Black Girl: Season One Premiere', 'Special Forces: The Worlds Toughest Test', 'Star Trek: Lower Decks: Season 4', 'Sam Jay: Salute Me or Shoot Me', 'Power Book IV: Force: Season 2 Premiere']"
december-2021-whats-new-gay-and-streaming-on-netflix-amazon-prime-video-hulu-hbo-max-and-peacock.json,2021,december,26,"['Chloe', 'Wild Things', 'Elite Short Stories: Carla Samuel', 'Schitt’s Creek: Seasons 1', 'Emily in Paris: Season Two', 'Queer Eye: Season 6', 'Her Smell', 'All Rise, Seasons One & Two', 'We Need to Do Something', 'Creamerie: Season One', 'The Nowhere Inn', 'Letterkenny: Complete Season 10', ""Jennifer's Body"", 'Harlem: Season One', 'The Expanse: Season 6', 'With Love: Season One', 'Christmas is Cancelled', 'Yearly Departed', 'Perfect Life', 'Santa Inc: Season One', 'And Just Like That: Season One', 'The Matrix Resurrections', 'Chucky: Season One', 'Southwest of Salem: The Story of the San Antonio Four', 'The Real Housewives of Miami: Season Four', 'Vigil: Season One']"
february-2022-whats-new-and-gay-on-netflix-hulu-peacock-hbo-max-amc-disney-and-amazon-prime-video.json,2022,february,21,"['Raising Dion: Season 2', 'Disenchantment: Season 4', 'Anne+ The Film', 'Inventing Anna: Limited Series*', 'Heart Shot', 'One of Us is Lying: Season One', 'Space Force: Season 2', 'Black Swan', 'Pam & Tommy: Limited Series*', 'Dollface: Complete Season 2', ""Grey's Anatomy"", 'Station 19', 'Better Things: Season 5 Premiere', 'Life Partners', 'LOL: Last One Laughing Canada: Season One', 'Pure', 'About Last Night: Season One Premiere', 'The Proud Family: Louder and Prouder', 'Bel', 'State of the Union: Season 2', 'Killing Eve: Season 4 Premiere']"
